FlightID,DelayMinutes,FlightStatus,SeatsSoldEconomy,SeatsSoldBusiness,SeatsSoldFirst,LoadFactorPct
57111,10,ON TIME,197,31,6,78.5
57112,5,ON TIME,200,30,7,79.5
57113,0,CANCELLED,0,0,0,0.0
57114,0,CANCELLED,0,0,0,0.0
57115,3,ON TIME,210,32,7,83.6
57116,7,ON TIME,170,27,6,68.1
57117,4,ON TIME,220,28,6,85.2
57118,12,ON TIME,208,35,6,83.6
57119,163,Delayed,222,35,7,88.6
57120,13,ON TIME,171,26,6,68.1
57121,0,CANCELLED,0,0,0,0.0
57122,12,ON TIME,198,28,5,77.5
57123,8,ON TIME,200,26,7,66.2
57124,10,ON TIME,219,31,7,73.0
57125,1,ON TIME,151,28,6,62.1
57126,2,ON TIME,175,29,6,70.5
57127,0,CANCELLED,0,0,0,0.0
57128,93,Delayed,151,18,0,67.6
57129,143,Delayed,278,36,7,91.2
57130,13,ON TIME,221,27,8,72.7
57131,11,ON TIME,101,17,0,47.2
57132,14,ON TIME,157,22,0,71.6
57133,5,ON TIME,208,32,7,82.9
57134,0,CANCELLED,0,0,0,0.0
57135,4,ON TIME,173,29,6,69.8
57136,10,ON TIME,200,34,7,80.9
57137,0,ON TIME,158,21,0,71.6
57138,0,ON TIME,191,28,0,87.6
57139,108,Delayed,160,22,0,72.8
57140,8,ON TIME,163,24,0,74.8
57141,9,ON TIME,201,34,6,80.9
57142,8,ON TIME,186,28,6,73.8
57143,10,ON TIME,198,32,6,79.2
57144,5,ON TIME,195,35,6,79.2
57145,13,ON TIME,211,37,8,85.9
57146,6,ON TIME,192,33,5,77.2
57147,0,CANCELLED,0,0,0,0.0
57148,1,ON TIME,183,26,6,61.1
57149,14,ON TIME,240,35,9,80.7
57150,5,ON TIME,213,28,8,70.7
57151,3,ON TIME,237,35,9,79.8
57152,117,Delayed,212,28,8,70.5
57153,12,ON TIME,176,24,0,80.0
57154,10,ON TIME,198,25,0,89.2
57155,10,ON TIME,191,24,0,86.0
57156,8,ON TIME,183,25,0,83.2
57157,0,CANCELLED,0,0,0,0.0
57158,10,ON TIME,293,37,9,96.3
57159,11,ON TIME,286,39,9,94.9
57160,12,ON TIME,230,34,8,77.3
57161,0,CANCELLED,0,0,0,0.0
57162,0,ON TIME,176,27,6,70.1
57163,56,Delayed,287,42,10,96.3
57164,141,Delayed,217,30,7,72.2
57165,8,ON TIME,175,28,0,81.2
57166,2,ON TIME,168,26,0,77.6
57167,0,CANCELLED,0,0,0,0.0
57168,12,ON TIME,180,30,6,72.5
57169,0,ON TIME,230,32,7,76.4
57170,9,ON TIME,223,31,8,74.4
57171,1,ON TIME,219,34,7,87.2
57172,12,ON TIME,172,29,5,69.1
57173,7,ON TIME,247,32,10,82.1
57174,12,ON TIME,264,38,9,88.4
57175,0,ON TIME,199,25,0,89.6
57176,146,Delayed,167,24,0,76.4
57177,0,ON TIME,164,20,0,73.6
57178,6,ON TIME,146,19,0,66.0
57179,11,ON TIME,189,31,5,75.5
57180,13,ON TIME,186,37,7,77.2
57181,12,ON TIME,150,20,0,68.0
57182,11,ON TIME,132,19,0,60.4
57183,9,ON TIME,232,29,8,76.4
57184,118,Delayed,226,34,7,75.9
57185,6,ON TIME,161,23,5,63.4
57186,158,Delayed,211,31,7,83.6
57187,4,ON TIME,237,39,8,95.3
57188,9,ON TIME,182,31,6,73.5
57189,4,ON TIME,244,37,7,81.8
57190,15,Delayed,233,31,7,77.0
57191,10,ON TIME,171,23,0,77.6
57192,5,ON TIME,154,25,0,71.6
57193,13,ON TIME,217,37,6,87.2
57194,6,ON TIME,167,28,5,67.1
57195,0,ON TIME,214,32,7,84.9
57196,9,ON TIME,159,29,5,64.8
57197,3,ON TIME,220,29,0,99.6
57198,1,ON TIME,180,24,0,81.6
57199,14,ON TIME,197,33,7,79.5
57200,88,Delayed,214,32,8,85.2
57201,7,ON TIME,245,35,9,82.1
57202,0,ON TIME,210,35,7,71.6
57203,12,ON TIME,274,38,10,91.5
57204,14,ON TIME,254,34,8,84.1
57205,3,ON TIME,208,30,6,69.3
57206,13,ON TIME,248,36,8,83.0
57207,5,ON TIME,181,34,6,74.2
57208,7,ON TIME,192,34,6,77.9
57209,1,ON TIME,223,37,8,89.9
57210,13,ON TIME,200,29,5,78.5
57211,10,ON TIME,269,37,10,89.8
57212,13,ON TIME,275,38,7,90.9
57213,6,ON TIME,165,29,6,67.1
57214,12,ON TIME,208,37,6,84.2
57215,4,ON TIME,177,26,0,81.2
57216,3,ON TIME,189,28,0,86.8
57217,2,ON TIME,171,27,6,68.5
57218,8,ON TIME,164,24,5,64.8
57219,11,ON TIME,216,37,8,87.6
57220,12,ON TIME,178,31,5,71.8
57221,4,ON TIME,204,29,0,93.2
57222,1,ON TIME,187,23,0,84.0
57223,0,CANCELLED,0,0,0,0.0
57224,14,ON TIME,172,25,0,78.8
57225,30,Delayed,166,27,5,66.4
57226,4,ON TIME,198,30,6,78.5
57227,7,ON TIME,194,27,6,76.2
57228,14,ON TIME,210,34,7,84.2
57229,3,ON TIME,208,32,6,82.6
57230,6,ON TIME,206,29,7,81.2
57231,7,ON TIME,164,20,0,73.6
57232,5,ON TIME,213,26,0,95.6
57233,0,ON TIME,180,23,0,81.2
57234,8,ON TIME,151,22,0,69.2
57235,0,CANCELLED,0,0,0,0.0
57236,4,ON TIME,213,31,8,71.6
57237,6,ON TIME,226,38,7,90.9
57238,4,ON TIME,210,35,7,84.6
57239,5,ON TIME,236,40,7,95.0
57240,10,ON TIME,164,29,5,66.4
57241,11,ON TIME,151,17,0,67.2
57242,80,Delayed,156,21,0,70.8
57243,10,ON TIME,229,32,7,76.1
57244,12,ON TIME,271,35,9,89.5
57245,5,ON TIME,207,32,5,81.9
57246,9,ON TIME,106,21,4,44.0
57247,6,ON TIME,179,21,0,80.0
57248,6,ON TIME,130,19,0,59.6
57249,74,Delayed,187,28,5,73.8
57250,4,ON TIME,201,30,5,79.2
57251,2,ON TIME,277,34,9,90.9
57252,10,ON TIME,273,33,9,89.5
57253,10,ON TIME,189,25,0,85.6
57254,6,ON TIME,183,24,0,82.8
57255,4,ON TIME,190,33,6,76.8
57256,124,Delayed,221,36,8,88.9
57257,77,Delayed,215,36,7,86.6
57258,11,ON TIME,188,29,6,74.8
57259,11,ON TIME,259,29,8,84.1
57260,1,ON TIME,202,29,8,67.9
57261,2,ON TIME,146,18,0,65.6
57262,5,ON TIME,188,24,0,84.8
57263,1,ON TIME,141,20,0,64.4
57264,134,Delayed,154,21,0,70.0
57265,7,ON TIME,276,37,10,91.8
57266,11,ON TIME,207,27,6,68.2
57267,99,Delayed,209,34,7,83.9
57268,13,ON TIME,250,40,8,100.0
57269,12,ON TIME,269,42,9,90.9
57270,1,ON TIME,245,34,8,81.5
57271,18,Delayed,252,36,9,84.4
57272,0,CANCELLED,0,0,0,0.0
57273,0,ON TIME,161,24,6,64.1
57274,14,ON TIME,145,23,5,58.1
57275,3,ON TIME,263,32,10,86.6
57276,2,ON TIME,215,32,8,72.4
57277,2,ON TIME,221,30,7,73.3
57278,0,ON TIME,265,30,7,85.8
57279,0,CANCELLED,0,0,0,0.0
57280,14,ON TIME,171,29,6,69.1
57281,2,ON TIME,203,31,6,80.5
57282,11,ON TIME,195,30,6,77.5
57283,12,ON TIME,173,25,0,79.2
57284,3,ON TIME,158,22,0,72.0
57285,136,Delayed,187,28,6,74.2
57286,149,Delayed,214,32,7,84.9
57287,12,ON TIME,239,35,9,80.4
57288,89,Delayed,255,35,10,85.2
57289,7,ON TIME,234,34,7,78.1
57290,156,Delayed,249,38,8,83.8
57291,1,ON TIME,223,36,7,75.6
57292,52,Delayed,241,34,8,80.4
57293,14,ON TIME,171,26,5,67.8
57294,4,ON TIME,206,31,5,81.2
57295,4,ON TIME,224,30,8,87.9
57296,1,ON TIME,188,29,6,74.8
57297,0,ON TIME,196,30,6,77.9
57298,172,Delayed,193,35,8,79.2
57299,6,ON TIME,142,20,0,64.8
57300,10,ON TIME,191,27,0,87.2
57301,130,Delayed,164,21,0,74.0
57302,7,ON TIME,168,23,0,76.4
57303,116,Delayed,126,16,0,56.8
57304,14,ON TIME,172,26,0,79.2
57305,8,ON TIME,157,28,4,63.4
57306,11,ON TIME,204,34,6,81.9
57307,4,ON TIME,269,38,10,90.1
57308,6,ON TIME,263,38,9,88.1
57309,0,CANCELLED,0,0,0,0.0
57310,7,ON TIME,285,36,9,93.8
57311,2,ON TIME,276,35,7,90.3
57312,14,ON TIME,240,40,6,81.2
57313,8,ON TIME,213,33,7,84.9
57314,10,ON TIME,172,28,5,68.8
57315,1,ON TIME,184,20,0,81.6
57316,27,Delayed,146,25,0,68.4
57317,2,ON TIME,247,33,9,82.1
57318,10,ON TIME,283,40,9,94.3
57319,5,ON TIME,250,37,7,83.5
57320,13,ON TIME,238,32,8,79.0
57321,4,ON TIME,177,30,6,71.5
57322,105,Delayed,216,35,7,86.6
57323,11,ON TIME,135,19,0,61.6
57324,0,CANCELLED,0,0,0,0.0
57325,5,ON TIME,281,33,10,92.0
57326,13,ON TIME,209,26,8,69.0
57327,179,Delayed,190,31,6,76.2
57328,7,ON TIME,205,32,8,82.2
57329,3,ON TIME,278,38,8,92.0
57330,3,ON TIME,274,40,8,91.5
57331,11,ON TIME,173,24,5,67.8
57332,3,ON TIME,222,32,8,87.9
57333,2,ON TIME,208,35,6,83.6
57334,3,ON TIME,153,21,6,60.4
57335,86,Delayed,186,23,0,83.6
57336,8,ON TIME,180,22,0,80.8
57337,5,ON TIME,152,18,0,68.0
57338,4,ON TIME,213,28,0,96.4
57339,48,Delayed,229,30,8,75.9
57340,1,ON TIME,185,26,7,61.9
57341,7,ON TIME,148,21,0,67.6
57342,180,Delayed,173,25,0,79.2
57343,8,ON TIME,211,33,7,84.2
57344,1,ON TIME,186,30,6,74.5
57345,2,ON TIME,210,40,8,86.6
57346,7,ON TIME,212,31,6,83.6
57347,0,CANCELLED,0,0,0,0.0
57348,8,ON TIME,204,35,6,69.6
57349,102,Delayed,147,27,0,69.6
57350,6,ON TIME,190,27,0,86.8
57351,0,ON TIME,177,24,5,69.1
57352,8,ON TIME,177,29,5,70.8
57353,3,ON TIME,192,29,8,76.8
57354,11,ON TIME,181,30,6,72.8
57355,11,ON TIME,188,29,7,75.2
57356,4,ON TIME,188,30,6,75.2
57357,4,ON TIME,155,24,6,62.1
57358,8,ON TIME,211,33,6,83.9
57359,5,ON TIME,216,27,0,97.2
57360,9,ON TIME,159,20,0,71.6
57361,4,ON TIME,180,30,6,72.5
57362,2,ON TIME,227,40,7,91.9
57363,151,Delayed,219,31,7,73.0
57364,171,Delayed,220,33,8,74.1
57365,11,ON TIME,152,22,0,69.6
57366,6,ON TIME,196,28,0,89.6
57367,0,CANCELLED,0,0,0,0.0
57368,10,ON TIME,209,26,6,68.5
57369,10,ON TIME,151,24,5,60.4
57370,12,ON TIME,154,33,7,65.1
57371,3,ON TIME,163,23,0,74.4
57372,126,Delayed,177,23,0,80.0
57373,0,CANCELLED,0,0,0,0.0
57374,2,ON TIME,226,32,7,75.3
57375,144,Delayed,276,31,9,89.8
57376,108,Delayed,241,33,9,80.4
57377,12,ON TIME,179,30,6,72.1
57378,0,CANCELLED,0,0,0,0.0
57379,9,ON TIME,189,29,6,75.2
57380,8,ON TIME,218,34,7,86.9
57381,0,ON TIME,181,18,0,79.6
57382,10,ON TIME,145,20,0,66.0
57383,13,ON TIME,146,22,0,67.2
57384,13,ON TIME,168,24,0,76.8
57385,14,ON TIME,212,34,8,72.2
57386,2,ON TIME,240,31,7,79.0
57387,3,ON TIME,213,32,8,71.9
57388,0,ON TIME,242,31,7,79.5
57389,14,ON TIME,152,19,0,68.4
57390,11,ON TIME,170,28,0,79.2
57391,0,ON TIME,276,40,10,92.6
57392,11,ON TIME,209,24,8,68.5
57393,8,ON TIME,204,30,0,93.6
57394,14,ON TIME,165,25,0,76.0
57395,4,ON TIME,138,24,5,56.0
57396,6,ON TIME,176,28,5,70.1
57397,9,ON TIME,179,24,6,70.1
57398,10,ON TIME,205,33,7,82.2
57399,123,Delayed,174,32,5,70.8
57400,4,ON TIME,179,25,6,70.5
57401,12,ON TIME,176,22,0,79.2
57402,10,ON TIME,172,23,0,78.0
57403,3,ON TIME,201,28,6,78.9
57404,5,ON TIME,192,29,6,76.2
57405,6,ON TIME,200,28,7,66.8
57406,9,ON TIME,200,26,6,65.9
57407,8,ON TIME,209,31,7,70.2
57408,0,ON TIME,234,33,9,78.4
57409,10,ON TIME,255,31,8,83.5
57410,6,ON TIME,245,35,7,81.5
57411,8,ON TIME,253,36,7,84.1
57412,13,ON TIME,242,32,9,80.4
57413,130,Delayed,190,29,6,75.5
57414,0,CANCELLED,0,0,0,0.0
57415,10,ON TIME,263,35,8,86.9
57416,1,ON TIME,211,29,7,70.2
57417,8,ON TIME,202,31,7,68.2
57418,6,ON TIME,244,31,8,80.4
57419,2,ON TIME,198,27,7,77.9
57420,5,ON TIME,216,40,7,88.3
57421,12,ON TIME,171,23,0,77.6
57422,4,ON TIME,169,21,0,76.0
57423,7,ON TIME,293,40,10,97.4
57424,104,Delayed,230,30,8,76.1
57425,6,ON TIME,177,25,5,69.5
57426,13,ON TIME,177,29,4,70.5
57427,9,ON TIME,231,35,7,77.6
57428,2,ON TIME,282,40,10,94.3
57429,12,ON TIME,157,20,0,70.8
57430,86,Delayed,179,23,0,80.8
57431,1,ON TIME,202,30,7,67.9
57432,5,ON TIME,265,41,10,89.8
57433,14,ON TIME,254,40,8,85.8
57434,6,ON TIME,214,27,8,70.7
57435,0,ON TIME,226,37,7,90.6
57436,1,ON TIME,205,36,7,83.2
57437,7,ON TIME,152,22,0,69.6
57438,97,Delayed,185,24,0,83.6
57439,3,ON TIME,210,34,6,83.9
57440,10,ON TIME,211,31,6,83.2
57441,14,ON TIME,179,31,5,72.1
57442,2,ON TIME,170,30,5,68.8
57443,35,Delayed,205,26,7,67.6
57444,10,ON TIME,290,34,10,94.9
57445,0,CANCELLED,0,0,0,0.0
57446,27,Delayed,254,39,10,86.1
57447,12,ON TIME,259,35,8,85.8
57448,11,ON TIME,167,25,6,56.2
57449,10,ON TIME,224,28,8,73.9
57450,12,ON TIME,274,35,10,90.6
57451,3,ON TIME,159,30,5,65.1
57452,129,Delayed,175,28,5,69.8
57453,8,ON TIME,190,25,0,86.0
57454,117,Delayed,212,28,0,96.0
57455,0,ON TIME,187,28,7,63.1
57456,5,ON TIME,227,32,8,75.9
57457,12,ON TIME,176,22,0,79.2
57458,3,ON TIME,182,25,0,82.8
57459,13,ON TIME,258,41,9,87.5
57460,0,ON TIME,251,40,10,85.5
57461,6,ON TIME,177,22,0,79.6
57462,2,ON TIME,152,22,0,69.6
57463,1,ON TIME,188,29,6,74.8
57464,5,ON TIME,161,28,6,65.4
57465,10,ON TIME,205,32,7,81.9
57466,1,ON TIME,193,24,6,74.8
57467,8,ON TIME,154,22,0,70.4
57468,13,ON TIME,146,21,0,66.8
57469,16,Delayed,194,36,6,79.2
57470,36,Delayed,200,29,7,79.2
57471,9,ON TIME,244,29,8,79.8
57472,2,ON TIME,246,37,10,83.2
57473,10,ON TIME,202,27,0,91.6
57474,6,ON TIME,174,26,0,80.0
57475,12,ON TIME,199,30,6,78.9
57476,5,ON TIME,217,34,6,86.2
57477,4,ON TIME,179,27,0,82.4
57478,125,Delayed,162,27,0,75.6
57479,54,Delayed,143,21,0,65.6
57480,14,ON TIME,179,26,0,82.0
57481,10,ON TIME,186,32,6,75.2
57482,7,ON TIME,185,31,6,74.5
57483,9,ON TIME,247,29,7,80.4
57484,14,ON TIME,203,29,7,67.9
57485,7,ON TIME,206,30,6,68.8
57486,12,ON TIME,240,37,9,81.2
57487,11,ON TIME,163,28,5,65.8
57488,3,ON TIME,200,37,7,81.9
57489,14,ON TIME,185,29,7,74.2
57490,4,ON TIME,196,32,6,78.5
57491,2,ON TIME,190,24,0,85.6
57492,14,ON TIME,176,25,0,80.4
57493,13,ON TIME,276,39,10,92.3
57494,13,ON TIME,227,36,9,77.3
57495,12,ON TIME,144,21,0,66.0
57496,7,ON TIME,183,28,0,84.4
57497,101,Delayed,225,36,8,90.3
57498,4,ON TIME,221,36,7,88.6
57499,11,ON TIME,250,39,8,99.7
57500,90,Delayed,226,37,8,90.9
57501,0,ON TIME,188,24,7,62.2
57502,2,ON TIME,187,28,6,62.8
57503,35,Delayed,234,35,8,78.7
57504,4,ON TIME,191,30,8,65.1
57505,14,ON TIME,188,31,5,75.2
57506,14,ON TIME,213,39,5,86.2
57507,10,ON TIME,266,41,8,89.5
57508,4,ON TIME,188,29,5,63.1
57509,14,ON TIME,232,34,8,91.9
57510,6,ON TIME,215,31,7,84.9
57511,12,ON TIME,198,28,7,78.2
57512,93,Delayed,210,30,7,82.9
57513,70,Delayed,151,26,6,61.4
57514,8,ON TIME,206,28,7,80.9
57515,43,Delayed,258,42,8,87.5
57516,11,ON TIME,220,33,7,73.9
57517,8,ON TIME,199,34,7,80.5
57518,0,ON TIME,207,35,7,83.6
57519,9,ON TIME,180,25,0,82.0
57520,1,ON TIME,213,30,0,97.2
57521,2,ON TIME,194,26,6,64.2
57522,113,Delayed,229,31,8,76.1
57523,4,ON TIME,191,28,0,87.6
57524,9,ON TIME,160,22,0,72.8
57525,11,ON TIME,208,35,8,84.2
57526,2,ON TIME,176,32,6,71.8
57527,0,ON TIME,228,36,8,91.3
57528,95,Delayed,218,30,6,85.2
57529,0,ON TIME,192,27,0,87.6
57530,8,ON TIME,148,19,0,66.8
57531,10,ON TIME,166,28,5,66.8
57532,2,ON TIME,215,30,5,83.9
57533,11,ON TIME,181,29,6,72.5
57534,6,ON TIME,193,30,6,76.8
57535,106,Delayed,183,24,6,60.5
57536,5,ON TIME,195,29,8,65.9
57537,0,CANCELLED,0,0,0,0.0
57538,9,ON TIME,239,35,9,80.4
57539,6,ON TIME,169,21,0,76.0
57540,2,ON TIME,166,25,0,76.4
57541,1,ON TIME,175,24,0,79.6
57542,10,ON TIME,200,23,0,89.2
57543,7,ON TIME,192,26,6,75.2
57544,6,ON TIME,186,27,5,73.2
57545,8,ON TIME,242,34,7,80.4
57546,65,Delayed,170,22,6,56.2
57547,7,ON TIME,264,36,9,87.8
57548,0,ON TIME,288,37,9,94.9
57549,3,ON TIME,264,32,9,86.6
57550,14,ON TIME,169,23,6,56.2
57551,6,ON TIME,232,35,6,91.6
57552,0,CANCELLED,0,0,0,0.0
57553,119,Delayed,244,31,8,80.4
57554,112,Delayed,260,33,7,85.2
57555,2,ON TIME,221,34,6,87.6
57556,150,Delayed,227,34,7,89.9
57557,159,Delayed,235,35,7,78.7
57558,0,ON TIME,229,30,8,75.9
57559,8,ON TIME,227,33,8,76.1
57560,7,ON TIME,239,30,7,78.4
57561,0,CANCELLED,0,0,0,0.0
57562,70,Delayed,174,25,6,68.8
57563,39,Delayed,190,29,8,64.5
57564,9,ON TIME,249,34,9,83.0
57565,0,ON TIME,225,34,7,89.3
57566,5,ON TIME,203,35,6,81.9
57567,0,ON TIME,197,31,5,78.2
57568,0,ON TIME,153,28,5,62.4
57569,8,ON TIME,204,27,0,92.4
57570,14,ON TIME,168,30,0,79.2
57571,10,ON TIME,242,30,8,79.5
57572,8,ON TIME,244,39,8,82.7
57573,111,Delayed,234,32,7,77.6
57574,6,ON TIME,208,36,8,71.6
57575,9,ON TIME,156,20,0,70.4
57576,3,ON TIME,172,25,0,78.8
57577,7,ON TIME,150,21,0,68.4
57578,6,ON TIME,189,25,0,85.6
57579,0,ON TIME,159,21,0,72.0
57580,96,Delayed,195,29,0,89.6
57581,14,ON TIME,195,27,0,88.8
57582,0,CANCELLED,0,0,0,0.0
57583,143,Delayed,188,35,7,77.2
57584,0,ON TIME,167,25,5,66.1
57585,2,ON TIME,244,31,8,80.4
57586,13,ON TIME,290,32,8,93.8
57587,10,ON TIME,189,26,0,86.0
57588,4,ON TIME,192,30,0,88.8
57589,13,ON TIME,289,42,10,96.9
57590,12,ON TIME,213,29,5,70.2
57591,7,ON TIME,174,20,0,77.6
57592,14,ON TIME,152,17,0,67.6
57593,9,ON TIME,196,39,7,68.8
57594,2,ON TIME,241,32,7,79.5
57595,6,ON TIME,170,25,0,78.0
57596,1,ON TIME,181,28,0,83.6
57597,34,Delayed,154,19,0,69.2
57598,11,ON TIME,176,24,0,80.0
57599,14,ON TIME,175,28,6,70.1
57600,7,ON TIME,188,32,6,75.8
57601,0,ON TIME,176,27,6,70.1
57602,9,ON TIME,246,40,6,98.0
57603,3,ON TIME,222,30,8,73.9
57604,0,ON TIME,243,34,9,81.2
57605,6,ON TIME,222,34,7,88.3
57606,7,ON TIME,181,26,6,71.5
57607,3,ON TIME,210,32,6,83.2
57608,65,Delayed,201,30,7,79.9
57609,9,ON TIME,157,26,5,63.1
57610,10,ON TIME,212,34,7,84.9
57611,7,ON TIME,172,27,6,68.8
57612,7,ON TIME,191,28,6,75.5
57613,26,Delayed,190,30,6,64.2
57614,5,ON TIME,214,27,7,70.5
57615,133,Delayed,256,35,8,84.9
57616,138,Delayed,190,32,9,65.6
57617,54,Delayed,213,34,7,85.2
57618,3,ON TIME,203,35,6,81.9
57619,11,ON TIME,212,39,7,86.6
57620,0,CANCELLED,0,0,0,0.0
57621,12,ON TIME,190,26,6,74.5
57622,5,ON TIME,250,36,7,98.3
57623,9,ON TIME,230,30,6,75.6
57624,8,ON TIME,252,36,9,84.4
57625,9,ON TIME,181,26,7,60.8
57626,12,ON TIME,212,33,7,71.6
57627,6,ON TIME,250,35,7,98.0
57628,113,Delayed,186,30,6,74.5
57629,12,ON TIME,176,31,7,71.8
57630,14,ON TIME,190,24,6,73.8
57631,12,ON TIME,148,21,5,58.4
57632,13,ON TIME,216,34,5,85.6
57633,1,ON TIME,264,35,8,87.2
57634,9,ON TIME,242,34,7,80.4
57635,0,ON TIME,148,21,0,67.6
57636,148,Delayed,169,22,0,76.4
57637,5,ON TIME,152,25,5,61.1
57638,7,ON TIME,193,31,6,77.2
57639,5,ON TIME,174,25,0,79.6
57640,2,ON TIME,193,25,0,87.2
57641,9,ON TIME,187,26,0,85.2
57642,114,Delayed,196,28,0,89.6
57643,42,Delayed,242,32,8,80.1
57644,4,ON TIME,238,34,6,79.0
57645,1,ON TIME,185,23,0,83.2
57646,146,Delayed,155,17,0,68.8
57647,0,ON TIME,250,37,9,84.1
57648,10,ON TIME,238,31,8,78.7
57649,0,ON TIME,186,22,0,83.2
57650,8,ON TIME,169,23,0,76.8
57651,14,ON TIME,286,39,9,94.9
57652,0,ON TIME,238,31,8,78.7
57653,14,ON TIME,177,28,5,70.5
57654,10,ON TIME,214,35,7,85.9
57655,9,ON TIME,154,22,0,70.4
57656,3,ON TIME,217,26,0,97.2
57657,4,ON TIME,232,29,8,76.4
57658,3,ON TIME,253,36,9,84.7
57659,4,ON TIME,259,36,8,86.1
57660,0,CANCELLED,0,0,0,0.0
57661,10,ON TIME,196,26,0,88.8
57662,0,CANCELLED,0,0,0,0.0
57663,4,ON TIME,216,27,5,70.5
57664,9,ON TIME,194,26,7,64.5
57665,14,ON TIME,170,25,0,78.0
57666,11,ON TIME,202,29,0,92.4
57667,2,ON TIME,198,28,6,77.9
57668,2,ON TIME,196,32,6,78.5
57669,4,ON TIME,162,27,5,65.1
57670,12,ON TIME,237,40,7,95.3
57671,10,ON TIME,264,35,8,87.2
57672,7,ON TIME,222,33,7,74.4
57673,69,Delayed,170,22,0,76.8
57674,102,Delayed,199,24,0,89.2
57675,13,ON TIME,250,37,7,98.7
57676,8,ON TIME,174,26,6,69.1
57677,7,ON TIME,197,33,7,79.5
57678,43,Delayed,221,36,7,88.6
57679,10,ON TIME,155,17,0,68.8
57680,1,ON TIME,182,27,0,83.6
57681,45,Delayed,237,33,9,79.3
57682,3,ON TIME,277,33,7,90.1
57683,116,Delayed,144,20,0,65.6
57684,14,ON TIME,165,22,0,74.8
57685,13,ON TIME,209,32,7,83.2
57686,69,Delayed,138,22,5,55.4
57687,8,ON TIME,196,26,6,76.5
57688,0,ON TIME,175,32,6,71.5
57689,6,ON TIME,173,22,0,78.0
57690,0,ON TIME,202,25,0,90.8
57691,8,ON TIME,257,32,8,84.4
57692,159,Delayed,211,26,6,69.0
57693,0,ON TIME,193,30,6,76.8
57694,14,ON TIME,240,33,8,94.3
57695,8,ON TIME,167,28,5,67.1
57696,12,ON TIME,197,24,6,76.2
57697,3,ON TIME,173,28,6,58.8
57698,1,ON TIME,180,27,8,61.1
57699,12,ON TIME,164,19,0,73.2
57700,1,ON TIME,197,30,0,90.8
57701,0,CANCELLED,0,0,0,0.0
57702,6,ON TIME,192,28,7,64.5
57703,12,ON TIME,219,37,8,75.0
57704,2,ON TIME,217,29,7,71.9
57705,14,ON TIME,222,32,7,74.1
57706,88,Delayed,247,35,7,82.1
57707,11,ON TIME,230,34,8,77.3
57708,14,ON TIME,172,21,6,56.5
57709,16,Delayed,205,32,6,81.5
57710,7,ON TIME,185,30,7,74.5
57711,101,Delayed,177,27,0,81.6
57712,1,ON TIME,203,28,0,92.4
57713,10,ON TIME,199,33,6,79.9
57714,39,Delayed,213,40,7,87.2
57715,6,ON TIME,183,26,7,61.4
57716,8,ON TIME,219,30,7,72.7
57717,0,CANCELLED,0,0,0,0.0
57718,10,ON TIME,258,41,8,87.2
57719,1,ON TIME,161,18,0,71.6
57720,0,ON TIME,127,20,0,58.8
57721,0,CANCELLED,0,0,0,0.0
57722,7,ON TIME,213,32,8,84.9
57723,9,ON TIME,261,31,9,85.5
57724,8,ON TIME,225,35,7,75.9
57725,8,ON TIME,214,31,6,84.2
57726,8,ON TIME,234,39,8,94.3
57727,0,CANCELLED,0,0,0,0.0
57728,0,CANCELLED,0,0,0,0.0
57729,1,ON TIME,163,24,5,64.4
57730,3,ON TIME,221,35,7,88.3
57731,0,ON TIME,300,35,10,98.0
57732,93,Delayed,258,30,8,84.1
57733,6,ON TIME,224,40,7,90.9
57734,14,ON TIME,218,30,7,85.6
57735,0,CANCELLED,0,0,0,0.0
57736,0,ON TIME,233,35,8,92.6
57737,10,ON TIME,150,23,0,69.2
57738,0,ON TIME,169,22,0,76.4
57739,4,ON TIME,202,27,6,66.8
57740,5,ON TIME,208,31,7,69.9
57741,9,ON TIME,199,25,7,77.5
57742,2,ON TIME,181,27,6,71.8
57743,5,ON TIME,197,30,0,90.8
57744,11,ON TIME,158,21,0,71.6
57745,13,ON TIME,156,19,0,70.0
57746,138,Delayed,178,25,0,81.2
57747,13,ON TIME,175,22,0,78.8
57748,39,Delayed,146,20,0,66.4
57749,138,Delayed,212,34,7,71.9
57750,9,ON TIME,264,39,10,88.9
57751,0,CANCELLED,0,0,0,0.0
57752,3,ON TIME,183,29,6,73.2
57753,9,ON TIME,229,35,6,76.7
57754,114,Delayed,281,38,9,93.2
57755,1,ON TIME,214,37,8,86.9
57756,14,ON TIME,171,26,5,67.8
57757,0,CANCELLED,0,0,0,0.0
57758,172,Delayed,128,18,0,58.4
57759,9,ON TIME,146,21,0,66.8
57760,7,ON TIME,195,25,0,88.0
57761,5,ON TIME,164,23,0,74.8
57762,3,ON TIME,218,27,0,98.0
57763,3,ON TIME,199,27,0,90.4
57764,11,ON TIME,147,23,0,68.0
57765,12,ON TIME,171,22,0,77.2
57766,12,ON TIME,173,23,0,78.4
57767,14,ON TIME,219,33,6,86.6
57768,11,ON TIME,181,28,7,72.5
57769,14,ON TIME,250,38,8,84.1
57770,3,ON TIME,255,33,9,84.4
57771,3,ON TIME,136,16,0,60.8
57772,77,Delayed,138,18,0,62.4
57773,11,ON TIME,163,25,0,75.2
57774,9,ON TIME,155,25,0,72.0
57775,1,ON TIME,199,32,6,79.5
57776,11,ON TIME,203,32,6,80.9
